City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Athens,2004,Wrestling,Wrestling Free.,48 - 55kg,"GOMIS, Anna",Women,France,Bronze
Athens,2004,Wrestling,Wrestling Free.,96 - 120kg,"REZAEI, Alireza",Men,Iran,Silver
Athens,2004,Wrestling,Wrestling Free.,- 55kg,"BATIROV, Mavlet",Men,Russia,Gold
Athens,2004,Wrestling,Wrestling Free.,- 48kg,"MERLENI, Irini",Women,Ukraine,Gold
Athens,2004,Wrestling,Wrestling Free.,55 - 60kg,"INOUE, Kenji",Men,Japan,Bronze
Athens,2004,Wrestling,Wrestling Free.,63 - 72kg,"MANIOUROVA, Gouzel",Women,Russia,Silver
Athens,2004,Wrestling,Wrestling Free.,55 - 63kg,"ICHO, Kaori",Women,Japan,Gold
Athens,2004,Wrestling,Wrestling Free.,55 - 63kg,"MCMANN, Sara",Women,United States,Silver
Athens,2004,Wrestling,Wrestling Free.,48 - 55kg,"VERBEEK, Tonya",Women,Canada,Silver
Athens,2004,Wrestling,Wrestling Free.,- 48kg,"MIRANDA, Patricia",Women,United States,Bronze
Athens,2004,Wrestling,Wrestling Free.,63 - 72kg,"HAMAGUCHI, Kyoko",Women,Japan,Bronze
Athens,2004,Wrestling,Wrestling Free.,55 - 60kg,"QUINTANA, Yandro Miguel",Men,Cuba,Gold
Athens,2004,Wrestling,Wrestling Free.,48 - 55kg,"YOSHIDA, Saori",Women,Japan,Gold
Athens,2004,Wrestling,Wrestling Free.,74 - 84kg,"MOON, Eui Jae",Men,"Korea, South",Silver
Athens,2004,Wrestling,Wrestling Free.,55 - 63kg,"LEGRAND, Lise",Women,France,Bronze
Athens,2004,Wrestling,Wrestling Free.,84 - 96kg,"IBRAGIMOV, Magomed",Men,Uzbekistan,Silver
Athens,2004,Wrestling,Wrestling Free.,74 - 84kg,"SANDERSON, Cael",Men,United States,Gold
Athens,2004,Wrestling,Wrestling Free.,63 - 72kg,"WANG, Xu",Women,China,Gold
Athens,2004,Wrestling,Wrestling Free.,60 - 66kg,"TEDEYEV, Elbrus",Men,Ukraine,Gold
Athens,2004,Wrestling,Wrestling Free.,66 - 74kg,"LALIYEV, Gennadiy",Men,Kazakhstan,Silver
Athens,2004,Wrestling,Wrestling Free.,74 - 84kg,"SAZHIDOV, Sazhid",Men,Russia,Bronze
Athens,2004,Wrestling,Wrestling Free.,- 55kg,"ABAS, Stephen",Men,United States,Silver
Athens,2004,Wrestling,Wrestling Free.,55 - 60kg,"JOKAR, Masuod",Men,Iran,Silver
Athens,2004,Wrestling,Wrestling Free.,66 - 74kg,"FUNDORA, Ivan",Men,Cuba,Bronze
Athens,2004,Wrestling,Wrestling Free.,84 - 96kg,"GATSALOV, Khadjimourat",Men,Russia,Gold
Athens,2004,Wrestling,Wrestling Free.,84 - 96kg,"HEIDARI, Alireza",Men,Iran,Bronze
Athens,2004,Wrestling,Wrestling Free.,60 - 66kg,"MURTAZALIEV, Makhach",Men,Russia,Bronze
Athens,2004,Wrestling,Wrestling Free.,96 - 120kg,"TAYMAZOV, Artur",Men,Uzbekistan,Gold
Athens,2004,Wrestling,Wrestling Free.,- 48kg,"ICHO, Chiharu",Women,Japan,Silver
Athens,2004,Wrestling,Wrestling Free.,- 55kg,"TANABE, Chikara",Men,Japan,Bronze
Athens,2004,Wrestling,Wrestling Free.,66 - 74kg,"SAYTIEV, Buvaysa",Men,Russia,Gold
Athens,2004,Wrestling,Wrestling Free.,96 - 120kg,"POLATCI, Aydin",Men,Turkey,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60kg,"MONZON, Roberto",Men,Cuba,Silver
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60kg,"JUNG, Ji-Hyun",Men,"Korea, South",Gold
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84kg,"MICHINE, Alexei",Men,Russia,Gold
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120kg,"TSURTSUMIA, Georgiy",Men,Kazakhstan,Silver
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66kg,"MANSUROV, Farid",Men,Azerbaijan,Gold
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84kg,"MAKARANKA, Viachaslau",Men,Belarus,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66kg,"MANUKYAN, Mkkhitar",Men,Kazakhstan,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96kg,"OZAL, Mehmet",Men,Turkey,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,- 55kg,"KIOUREGKIAN, Artiom",Men,Greece,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60kg,"NAZARIAN, Armen",Men,Bulgaria,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74kg,"DOKTURISHIVILI, Alexandr",Men,Uzbekistan,Gold
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120kg,"GARDNER, Rulon",Men,United States,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96kg,"GABER IBRAHIM, Karam",Men,Egypt,Gold
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66kg,"EROGLU, Seref",Men,Turkey,Silver
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96kg,"NOZADZE, Ramaz",Men,Georgia,Silver
Athens,2004,Wrestling,Wrestling Gre-R,- 55kg,"MAMEDALIEV, Gueidar",Men,Russia,Silver
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120kg,"BAROEV, Khasan",Men,Russia,Gold
Athens,2004,Wrestling,Wrestling Gre-R,- 55kg,"MAJOROS, Istvan",Men,Hungary,Gold
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84kg,"ABRAHAMIAN, Ara",Men,Sweden,Silver
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74kg,"SAMURGASHEV, Varteres",Men,Russia,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74kg,"YLI-HANNUKSELA, Marko",Men,Finland,Silver
Beijing,2008,Aquatics,Diving,3m springboard,"QIN, Kai",Men,China,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"LIN, Yue",Men,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"WU, Melissa",Women,Australia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"DOBROSKOK, Dmitriy",Men,Russia,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"GUO, Jingjing",Women,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"HUO, Liang",Men,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"POZDNYAKOVA, Anastasia",Women,Russia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"PRYGOROV, Oleksiy",Men,Ukraine,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"SAUTIN, Dmitry",Men,Russia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"KOTZIAN, Ditte",Women,Germany,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"WANG, Xin",Women,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"KUNAKOV, Yuriy",Men,Russia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"QIN, Kai",Men,China,Gold
Beijing,2008,Aquatics,Diving,10m platform,"ZHOU, Luxin",Men,China,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"HAUSDING, Patrick",Men,Germany,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"KVASHA, Illya",Men,Ukraine,Bronze
Beijing,2008,Aquatics,Diving,10m platform,"WANG, Xin",Women,China,Bronze
Beijing,2008,Aquatics,Diving,10m platform,"CHEN, Ruolin",Women,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"WANG, Feng",Men,China,Gold
Beijing,2008,Aquatics,Diving,3m springboard,"HE, Chong",Men,China,Gold
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"WU, Minxia",Women,China,Gold
Beijing,2008,Aquatics,Diving,10m platform,"MITCHAM, Matthew",Men,Australia,Gold
Beijing,2008,Aquatics,Diving,3m springboard,"DESPATIE, Alexandre",Men,Canada,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"ESPINOSA, Paola",Women,Mexico,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"KLEIN, Sascha",Men,Germany,Silver
Beijing,2008,Aquatics,Diving,3m springboard,"GUO, Jingjing",Women,China,Gold
Beijing,2008,Aquatics,Diving,10m platform,"HEYMANS, Emilie",Women,Canada,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"COLE, Briony",Women,Australia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"GALPERIN, Gleb",Men,Russia,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"ORTIZ, Tatiana",Women,Mexico,Bronze
Beijing,2008,Aquatics,Diving,3m springboard,"PAKHALINA, Julia",Women,Russia,Silver
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"FISCHER, Heike",Women,Germany,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 10m platform,"CHEN, Ruolin",Women,China,Gold
Beijing,2008,Aquatics,Diving,10m platform,"GALPERIN, Gleb",Men,Russia,Bronze
Beijing,2008,Aquatics,Diving,synchronized diving 3m springboard,"PAKHALINA, Julia",Women,Russia,Silver
Beijing,2008,Aquatics,Diving,3m springboard,"WU, Minxia",Women,China,Bronze
Beijing,2008,Aquatics,Swimming,4x200m freestyle relay,"VENDT, Erik",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"SMIT, Julia",Women,United States,Silver
Beijing,2008,Aquatics,Swimming,200m breaststroke,"NORDENSTAM, Sara",Women,Norway,Bronze
Beijing,2008,Aquatics,Swimming,100m backstroke,"COVENTRY, Kirsty",Women,Zimbabwe,Silver
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"CALLUS, Ashley",Men,Australia,Bronze
Beijing,2008,Aquatics,Swimming,50m freestyle,"STEFFEN, Britta",Women,Germany,Gold
Beijing,2008,Aquatics,Swimming,marathon 10km,"PAYNE, Keri-Anne",Women,United Kingdom,Silver
Beijing,2008,Aquatics,Swimming,200m individual medley,"LOCHTE, Ryan",Men,United States,Bronze
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"CAMPBELL, Cate",Women,Australia,Bronze
Beijing,2008,Aquatics,Swimming,100m breaststroke,"KITAJIMA, Kosuke",Men,Japan,Gold
Beijing,2008,Aquatics,Swimming,200m freestyle,"PHELPS, Michael",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,200m backstroke,"PEIRSOL, Aaron",Men,United States,Silver
Beijing,2008,Aquatics,Swimming,100m backstroke,"COUGHLIN, Natalie",Women,United States,Gold
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"DEKKER, Inge",Women,Netherlands,Gold
Beijing,2008,Aquatics,Swimming,200m breaststroke,"JONES, Leisel",Women,Australia,Silver
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"SONI, Rebecca",Women,United States,Silver
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"TRICKETT, Lisbeth",Women,Australia,Bronze
Beijing,2008,Aquatics,Swimming,200m freestyle,"ISAKOVIC, Sara",Women,Slovenia,Silver
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"SCHREUDER, Hinkelien",Women,Netherlands,Gold
Beijing,2008,Aquatics,Swimming,4x200m freestyle relay,"BARRATT, Bronte",Women,Australia,Gold
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"TARGETT, Matt",Men,Australia,Silver
Beijing,2008,Aquatics,Swimming,1500m freestyle,"HACKETT, Grant",Men,Australia,Silver
Beijing,2008,Aquatics,Swimming,400m individual medley,"PHELPS, Michael",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"LEZAK, Jason",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"JOYCE, Kara Lynn",Women,United States,Silver
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"GILOT, Fabien",Men,France,Silver
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"FUJII, Takuro",Men,Japan,Bronze
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"LAUTERSTEIN, Andrew",Men,Australia,Silver
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"PINE, Adam",Men,Australia,Silver
Beijing,2008,Aquatics,Swimming,200m individual medley,"RICE, Stephanie",Women,Australia,Gold
Beijing,2008,Aquatics,Swimming,4x100m freestyle relay,"LEVEAUX, Amaury",Men,France,Silver
Beijing,2008,Aquatics,Swimming,400m individual medley,"COVENTRY, Kirsty",Women,Zimbabwe,Silver
Beijing,2008,Aquatics,Swimming,400m freestyle,"PARK, Taehwan",Men,"Korea, South",Gold
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"PHELPS, Michael",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,400m individual medley,"LOCHTE, Ryan",Men,United States,Bronze
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"MIYASHITA, Junichi",Men,Japan,Bronze
Beijing,2008,Aquatics,Swimming,100m butterfly,"PHELPS, Michael",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"XU, Tianlongzi",Women,China,Bronze
Beijing,2008,Aquatics,Swimming,4x100m medley relay,"GANGLOFF, Mark",Men,United States,Gold
Beijing,2008,Aquatics,Swimming,4x200m freestyle relay,"MARSHALL, Christine",Women,United States,Bronze
Beijing,2008,Aquatics,Swimming,100m butterfly,"TRICKETT, Lisbeth",Women,Australia,Gold
Beijing,2008,Aquatics,Swimming,4x200m freestyle relay,"BRITS, Grant",Men,Australia,Bronze
